Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Care guide (product.metafields.descriptors.care_guide),Care instructions (product.metafields.shopify.care-instructions),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
003-black-hoodie,,,The Kiosk,,Hoodies,Hoodies,true,Size,S,,,,,,,,003-black-hoodie-s,0,shopify,deny,manual,89.99,,true,true,,,,,,,,#003 Black Hoodie,false,#003 Black Hoodie,Shop #003 Black Hoodie at Only at The Kiosk. Limited edition design.,,,,g,,,active
003-black-hoodie,,,The Kiosk,,Hoodies,Hoodies,true,Size,M,,,,,,,,003-black-hoodie-m,0,shopify,deny,manual,89.99,,true,true,,,,,,,,#003 Black Hoodie,false,#003 Black Hoodie,Shop #003 Black Hoodie at Only at The Kiosk. Limited edition design.,,,,g,,,active
003-black-hoodie,,,The Kiosk,,Hoodies,Hoodies,true,Size,L,,,,,,,,003-black-hoodie-l,0,shopify,deny,manual,89.99,,true,true,,,,,,,,#003 Black Hoodie,false,#003 Black Hoodie,Shop #003 Black Hoodie at Only at The Kiosk. Limited edition design.,,,,g,,,active
003-black-hoodie,,,The Kiosk,,Hoodies,Hoodies,true,Size,XL,,,,,,,,003-black-hoodie-xl,0,shopify,deny,manual,89.99,,true,true,,,,,,,,#003 Black Hoodie,false,#003 Black Hoodie,Shop #003 Black Hoodie at Only at The Kiosk. Limited edition design.,,,,g,,,active
003-black-hoodie,,,The Kiosk,,Hoodies,Hoodies,true,Size,XXL,,,,,,,,003-black-hoodie-xxl,0,shopify,deny,manual,89.99,,true,true,,,,,,,,#003 Black Hoodie,false,#003 Black Hoodie,Shop #003 Black Hoodie at Only at The Kiosk. Limited edition design.,,,,g,,,active
003-white-hoodie,#003 White Hoodie,"<p>Graphic tees built for risk, style and story. Our exclusive drops reflect the culture of the streets, the skate park and everything in-between.</p><p>Available in sizes XS through XXL. Premium quality materials. Limited edition design.</p><p><em>Only at The Kiosk.</em></p><br><br><p><strong>Delivery Information:</strong></p>
<p>Free shipping in the EU. Limited stock. Once it drops—it's gone.</p>
<ul>
<li>Standard shipping: 5-7 business days</li>
<li>Express shipping: 2-3 business days (additional fee)</li>
<li>International shipping available</li>
<li>Track your order through our shipping partner</li>
</ul>",The Kiosk,,Hoodies,Hoodies,true,Size,XS,,,,,,,,003-white-hoodie-xs,0,shopify,deny,manual,89.99,,true,true,,,,,,https://cdn.prod.website-files.com/68cc5218804d49fba2fc73a1/69223bf1fd1b5ee76eac1e08_kiosk-placeholder-product-img.webp,1.0,#003 White Hoodie,false,#003 White Hoodie,Shop #003 White Hoodie at Only at The Kiosk. Limited edition design.,"Machine wash cold with like colors
Do not bleach
Tumble dry low or hang dry
Iron on low heat if needed (avoid direct heat on graphics)
Do not dry clean
Wash inside out to preserve graphics
Remove promptly from dryer to prevent wrinkles
Avoid fabric softeners on printed areas",,,g,,,active
003-white-hoodie,,,The Kiosk,,Hoodies,Hoodies,true,Size,S,,,,,,,,003-white-hoodie-s,0,shopify,deny,manual,89.99,,true,true,,,,,,,,#003 White Hoodie,false,#003 White Hoodie,Shop #003 White Hoodie at Only at The Kiosk. Limited edition design.,,,,g,,,active
003-white-hoodie,,,The Kiosk,,Hoodies,Hoodies,true,Size,M,,,,,,,,003-white-hoodie-m,0,shopify,deny,manual,89.99,,true,true,,,,,,,,#003 White Hoodie,false,#003 White Hoodie,Shop #003 White Hoodie at Only at The Kiosk. Limited edition design.,,,,g,,,active
003-white-hoodie,,,The Kiosk,,Hoodies,Hoodies,true,Size,L,,,,,,,,003-white-hoodie-l,0,shopify,deny,manual,89.99,,true,true,,,,,,,,#003 White Hoodie,false,#003 White Hoodie,Shop #003 White Hoodie at Only at The Kiosk. Limited edition design.,,,,g,,,active
003-white-hoodie,,,The Kiosk,,Hoodies,Hoodies,true,Size,XL,,,,,,,,003-white-hoodie-xl,0,shopify,deny,manual,89.99,,true,true,,,,,,,,#003 White Hoodie,false,#003 White Hoodie,Shop #003 White Hoodie at Only at The Kiosk. Limited edition design.,,,,g,,,active
003-white-hoodie,,,The Kiosk,,Hoodies,Hoodies,true,Size,XXL,,,,,,,,003-white-hoodie-xxl,0,shopify,deny,manual,89.99,,true,true,,,,,,,,#003 White Hoodie,false,#003 White Hoodie,Shop #003 White Hoodie at Only at The Kiosk. Limited edition design.,,,,g,,,active
003-black-tshirt,#003 Black T-shirt,"<p>Graphic tees built for risk, style and story. Our exclusive drops reflect the culture of the streets, the skate park and everything in-between.</p><p>Available in sizes XS through XXL. Premium quality materials. Limited edition design.</p><p><em>Only at The Kiosk.</em></p><br><br><p><strong>Delivery Information:</strong></p>
<p>Free shipping in the EU. Limited stock. Once it drops—it's gone.</p>
<ul>
<li>Standard shipping: 5-7 business days</li>
<li>Express shipping: 2-3 business days (additional fee)</li>
<li>International shipping available</li>
<li>Track your order through our shipping partner</li>
</ul>",The Kiosk,,T-shirts,T-Shirts,true,Size,XS,,,,,,,,003-black-tshirt-xs,0,shopify,deny,manual,39.99,,true,true,,,,,,https://cdn.prod.website-files.com/68cc5218804d49fba2fc73a1/69223bf1fd1b5ee76eac1e08_kiosk-placeholder-product-img.webp,1.0,#003 Black T-shirt,false,#003 Black T-shirt,Shop #003 Black T-shirt at Only at The Kiosk. Limited edition design.,"Machine wash cold with like colors
Do not bleach
Tumble dry low or hang dry
Iron on low heat if needed (avoid direct heat on graphics)
Do not dry clean
Wash inside out to preserve graphics
Remove promptly from dryer to prevent wrinkles
Avoid fabric softeners on printed areas",,,g,,,active
003-black-tshirt,,,The Kiosk,,T-shirts,T-Shirts,true,Size,S,,,,,,,,003-black-tshirt-s,0,shopify,deny,manual,39.99,,true,true,,,,,,,,#003 Black T-shirt,false,#003 Black T-shirt,Shop #003 Black T-shirt at Only at The Kiosk. Limited edition design.,,,,g,,,active
003-black-tshirt,,,The Kiosk,,T-shirts,T-Shirts,true,Size,M,,,,,,,,003-black-tshirt-m,0,shopify,deny,manual,39.99,,true,true,,,,,,,,#003 Black T-shirt,false,#003 Black T-shirt,Shop #003 Black T-shirt at Only at The Kiosk. Limited edition design.,,,,g,,,active
003-black-tshirt,,,The Kiosk,,T-shirts,T-Shirts,true,Size,L,,,,,,,,003-black-tshirt-l,0,shopify,deny,manual,39.99,,true,true,,,,,,,,#003 Black T-shirt,false,#003 Black T-shirt,Shop #003 Black T-shirt at Only at The Kiosk. Limited edition design.,,,,g,,,active
003-black-tshirt,,,The Kiosk,,T-shirts,T-Shirts,true,Size,XL,,,,,,,,003-black-tshirt-xl,0,shopify,deny,manual,39.99,,true,true,,,,,,,,#003 Black T-shirt,false,#003 Black T-shirt,Shop #003 Black T-shirt at Only at The Kiosk. Limited edition design.,,,,g,,,active
003-black-tshirt,,,The Kiosk,,T-shirts,T-Shirts,true,Size,XXL,,,,,,,,003-black-tshirt-xxl,0,shopify,deny,manual,39.99,,true,true,,,,,,,,#003 Black T-shirt,false,#003 Black T-shirt,Shop #003 Black T-shirt at Only at The Kiosk. Limited edition design.,,,,g,,,active
003-white-tshirt,#003 White T-shirt,"<p>Graphic tees built for risk, style and story. Our exclusive drops reflect the culture of the streets, the skate park and everything in-between.</p><p>Available in sizes XS through XXL. Premium quality materials. Limited edition design.</p><p><em>Only at The Kiosk.</em></p><br><br><p><strong>Delivery Information:</strong></p>
<p>Free shipping in the EU. Limited stock. Once it drops—it's gone.</p>
<ul>
<li>Standard shipping: 5-7 business days</li>
<li>Express shipping: 2-3 business days (additional fee)</li>
<li>International shipping available</li>
<li>Track your order through our shipping partner</li>
</ul>",The Kiosk,,T-shirts,T-Shirts,true,Size,XS,,,,,,,,003-white-tshirt-xs,0,shopify,deny,manual,39.99,,true,true,,,,,,https://cdn.prod.website-files.com/68cc5218804d49fba2fc73a1/69223bf1fd1b5ee76eac1e08_kiosk-placeholder-product-img.webp,1.0,#003 White T-shirt,false,#003 White T-shirt,Shop #003 White T-shirt at Only at The Kiosk. Limited edition design.,"Machine wash cold with like colors
Do not bleach
Tumble dry low or hang dry
Iron on low heat if needed (avoid direct heat on graphics)
Do not dry clean
Wash inside out to preserve graphics
Remove promptly from dryer to prevent wrinkles
Avoid fabric softeners on printed areas",,,g,,,active
003-white-tshirt,,,The Kiosk,,T-shirts,T-Shirts,true,Size,S,,,,,,,,003-white-tshirt-s,0,shopify,deny,manual,39.99,,true,true,,,,,,,,#003 White T-shirt,false,#003 White T-shirt,Shop #003 White T-shirt at Only at The Kiosk. Limited edition design.,,,,g,,,active
003-white-tshirt,,,The Kiosk,,T-shirts,T-Shirts,true,Size,M,,,,,,,,003-white-tshirt-m,0,shopify,deny,manual,39.99,,true,true,,,,,,,,#003 White T-shirt,false,#003 White T-shirt,Shop #003 White T-shirt at Only at The Kiosk. Limited edition design.,,,,g,,,active
003-white-tshirt,,,The Kiosk,,T-shirts,T-Shirts,true,Size,L,,,,,,,,003-white-tshirt-l,0,shopify,deny,manual,39.99,,true,true,,,,,,,,#003 White T-shirt,false,#003 White T-shirt,Shop #003 White T-shirt at Only at The Kiosk. Limited edition design.,,,,g,,,active
003-white-tshirt,,,The Kiosk,,T-shirts,T-Shirts,true,Size,XL,,,,,,,,003-white-tshirt-xl,0,shopify,deny,manual,39.99,,true,true,,,,,,,,#003 White T-shirt,false,#003 White T-shirt,Shop #003 White T-shirt at Only at The Kiosk. Limited edition design.,,,,g,,,active
003-white-tshirt,,,The Kiosk,,T-shirts,T-Shirts,true,Size,XXL,,,,,,,,003-white-tshirt-xxl,0,shopify,deny,manual,39.99,,true,true,,,,,,,,#003 White T-shirt,false,#003 White T-shirt,Shop #003 White T-shirt at Only at The Kiosk. Limited edition design.,,,,g,,,active
004-gold-chain,#004 Gold Chain,"<p>Bold, raw and refined. Each piece crafted for the multi-sport rebel. This exclusive design from Only at The Kiosk represents the perfect blend of style and functionality.</p><p>Available in Small, Medium, and Large sizes. Limited edition. Once it drops—it's gone.</p><p><em>Only at The Kiosk.</em></p><br><br><p><strong>Delivery Information:</strong></p>
<p>Free shipping in the EU. Limited stock. Once it drops—it's gone.</p>
<ul>
<li>Standard shipping: 5-7 business days</li>
<li>Express shipping: 2-3 business days (additional fee)</li>
<li>International shipping available</li>
<li>Track your order through our shipping partner</li>
</ul>",The Kiosk,,Chains,"Gold, Chains",true,Size,Small,,,,,,,,004-gold-chain-small,0,shopify,deny,manual,79.99,,true,true,,,,,,https://cdn.prod.website-files.com/68cc5218804d49fba2fc73a1/69223bf1fd1b5ee76eac1e08_kiosk-placeholder-product-img.webp,1.0,#004 Gold Chain,false,#004 Gold Chain,Shop #004 Gold Chain at Only at The Kiosk. Limited edition design.,"Store in a cool, dry place when not in use
Avoid contact with harsh chemicals, perfumes, or lotions
Clean gently with a soft, dry cloth
Remove before swimming or showering
Store separately to prevent scratching
For gold pieces, use appropriate cleaning solution if needed
Polish regularly to maintain shine
Avoid exposure to extreme temperatures
Keep away from abrasive surfaces",,,g,,,active
004-gold-chain,,,The Kiosk,,Chains,"Gold, Chains",true,Size,Medium,,,,,,,,004-gold-chain-medium,0,shopify,deny,manual,79.99,,true,true,,,,,,,,#004 Gold Chain,false,#004 Gold Chain,Shop #004 Gold Chain at Only at The Kiosk. Limited edition design.,,,,g,,,active
004-gold-chain,,,The Kiosk,,Chains,"Gold, Chains",true,Size,Large,,,,,,,,004-gold-chain-large,0,shopify,deny,manual,79.99,,true,true,,,,,,,,#004 Gold Chain,false,#004 Gold Chain,Shop #004 Gold Chain at Only at The Kiosk. Limited edition design.,,,,g,,,active
004-silver-chain,#004 Silver Chain,"<p>Bold, raw and refined. Each piece crafted for the multi-sport rebel. This exclusive design from Only at The Kiosk represents the perfect blend of style and functionality.</p><p>Available in Small, Medium, and Large sizes. Limited edition. Once it drops—it's gone.</p><p><em>Only at The Kiosk.</em></p><br><br><p><strong>Delivery Information:</strong></p>
<p>Free shipping in the EU. Limited stock. Once it drops—it's gone.</p>
<ul>
<li>Standard shipping: 5-7 business days</li>
<li>Express shipping: 2-3 business days (additional fee)</li>
<li>International shipping available</li>
<li>Track your order through our shipping partner</li>
</ul>",The Kiosk,,Chains,"Silver, Chains",true,Size,Small,,,,,,,,004-silver-chain-small,0,shopify,deny,manual,69.99,,true,true,,,,,,https://cdn.prod.website-files.com/68cc5218804d49fba2fc73a1/69223bf1fd1b5ee76eac1e08_kiosk-placeholder-product-img.webp,1.0,#004 Silver Chain,false,#004 Silver Chain,Shop #004 Silver Chain at Only at The Kiosk. Limited edition design.,"Store in a cool, dry place when not in use
Avoid contact with harsh chemicals, perfumes, or lotions
Clean gently with a soft, dry cloth
Remove before swimming or showering
Store separately to prevent scratching
For silver pieces, use appropriate cleaning solution if needed
Polish regularly to maintain shine
Avoid exposure to extreme temperatures
Keep away from abrasive surfaces",,,g,,,active
004-silver-chain,,,The Kiosk,,Chains,"Silver, Chains",true,Size,Medium,,,,,,,,004-silver-chain-medium,0,shopify,deny,manual,69.99,,true,true,,,,,,,,#004 Silver Chain,false,#004 Silver Chain,Shop #004 Silver Chain at Only at The Kiosk. Limited edition design.,,,,g,,,active
004-silver-chain,,,The Kiosk,,Chains,"Silver, Chains",true,Size,Large,,,,,,,,004-silver-chain-large,0,shopify,deny,manual,69.99,,true,true,,,,,,,,#004 Silver Chain,false,#004 Silver Chain,Shop #004 Silver Chain at Only at The Kiosk. Limited edition design.,,,,g,,,active
004-gold-bracelet,#004 Gold Bracelet,"<p>Bold, raw and refined. Each piece crafted for the multi-sport rebel. This exclusive design from Only at The Kiosk represents the perfect blend of style and functionality.</p><p>Available in Small, Medium, and Large sizes. Limited edition. Once it drops—it's gone.</p><p><em>Only at The Kiosk.</em></p><br><br><p><strong>Delivery Information:</strong></p>
<p>Free shipping in the EU. Limited stock. Once it drops—it's gone.</p>
<ul>
<li>Standard shipping: 5-7 business days</li>
<li>Express shipping: 2-3 business days (additional fee)</li>
<li>International shipping available</li>
<li>Track your order through our shipping partner</li>
</ul>",The Kiosk,,Bracelets,"Gold, Bracelets",true,Size,Small,,,,,,,,004-gold-bracelet-small,0,shopify,deny,manual,59.99,,true,true,,,,,,https://cdn.prod.website-files.com/68cc5218804d49fba2fc73a1/69223bf1fd1b5ee76eac1e08_kiosk-placeholder-product-img.webp,1.0,#004 Gold Bracelet,false,#004 Gold Bracelet,Shop #004 Gold Bracelet at Only at The Kiosk. Limited edition design.,"Store in a cool, dry place when not in use
Avoid contact with harsh chemicals, perfumes, or lotions
Clean gently with a soft, dry cloth
Remove before swimming or showering
Store separately to prevent scratching
For gold pieces, use appropriate cleaning solution if needed
Polish regularly to maintain shine
Avoid exposure to extreme temperatures
Keep away from abrasive surfaces",,,g,,,active
004-gold-bracelet,,,The Kiosk,,Bracelets,"Gold, Bracelets",true,Size,Medium,,,,,,,,004-gold-bracelet-medium,0,shopify,deny,manual,59.99,,true,true,,,,,,,,#004 Gold Bracelet,false,#004 Gold Bracelet,Shop #004 Gold Bracelet at Only at The Kiosk. Limited edition design.,,,,g,,,active
004-gold-bracelet,,,The Kiosk,,Bracelets,"Gold, Bracelets",true,Size,Large,,,,,,,,004-gold-bracelet-large,0,shopify,deny,manual,59.99,,true,true,,,,,,,,#004 Gold Bracelet,false,#004 Gold Bracelet,Shop #004 Gold Bracelet at Only at The Kiosk. Limited edition design.,,,,g,,,active
004-silver-bracelet,#004 Silver Bracelet,"<p>Bold, raw and refined. Each piece crafted for the multi-sport rebel. This exclusive design from Only at The Kiosk represents the perfect blend of style and functionality.</p><p>Available in Small, Medium, and Large sizes. Limited edition. Once it drops—it's gone.</p><p><em>Only at The Kiosk.</em></p><br><br><p><strong>Delivery Information:</strong></p>
<p>Free shipping in the EU. Limited stock. Once it drops—it's gone.</p>
<ul>
<li>Standard shipping: 5-7 business days</li>
<li>Express shipping: 2-3 business days (additional fee)</li>
<li>International shipping available</li>
<li>Track your order through our shipping partner</li>
</ul>",The Kiosk,,Bracelets,"Silver, Bracelets",true,Size,Small,,,,,,,,004-silver-bracelet-small,0,shopify,deny,manual,49.99,,true,true,,,,,,https://cdn.prod.website-files.com/68cc5218804d49fba2fc73a1/69223bf1fd1b5ee76eac1e08_kiosk-placeholder-product-img.webp,1.0,#004 Silver Bracelet,false,#004 Silver Bracelet,Shop #004 Silver Bracelet at Only at The Kiosk. Limited edition design.,"Store in a cool, dry place when not in use
Avoid contact with harsh chemicals, perfumes, or lotions
Clean gently with a soft, dry cloth
Remove before swimming or showering
Store separately to prevent scratching
For silver pieces, use appropriate cleaning solution if needed
Polish regularly to maintain shine
Avoid exposure to extreme temperatures
Keep away from abrasive surfaces",,,g,,,active
004-silver-bracelet,,,The Kiosk,,Bracelets,"Silver, Bracelets",true,Size,Medium,,,,,,,,004-silver-bracelet-medium,0,shopify,deny,manual,49.99,,true,true,,,,,,,,#004 Silver Bracelet,false,#004 Silver Bracelet,Shop #004 Silver Bracelet at Only at The Kiosk. Limited edition design.,,,,g,,,active
004-silver-bracelet,,,The Kiosk,,Bracelets,"Silver, Bracelets",true,Size,Large,,,,,,,,004-silver-bracelet-large,0,shopify,deny,manual,49.99,,true,true,,,,,,,,#004 Silver Bracelet,false,#004 Silver Bracelet,Shop #004 Silver Bracelet at Only at The Kiosk. Limited edition design.,,,,g,,,active
004-black-hoodie,#004 Black Hoodie,"<p>Graphic tees built for risk, style and story. Our exclusive drops reflect the culture of the streets, the skate park and everything in-between.</p><p>Available in sizes XS through XXL. Premium quality materials. Limited edition design.</p><p><em>Only at The Kiosk.</em></p><br><br><p><strong>Delivery Information:</strong></p>
<p>Free shipping in the EU. Limited stock. Once it drops—it's gone.</p>
<ul>
<li>Standard shipping: 5-7 business days</li>
<li>Express shipping: 2-3 business days (additional fee)</li>
<li>International shipping available</li>
<li>Track your order through our shipping partner</li>
</ul>",The Kiosk,,Hoodies,Hoodies,true,Size,XS,,,,,,,,004-black-hoodie-xs,0,shopify,deny,manual,89.99,,true,true,,,,,,https://cdn.prod.website-files.com/68cc5218804d49fba2fc73a1/69223bf1fd1b5ee76eac1e08_kiosk-placeholder-product-img.webp,1.0,#004 Black Hoodie,false,#004 Black Hoodie,Shop #004 Black Hoodie at Only at The Kiosk. Limited edition design.,"Machine wash cold with like colors
Do not bleach
Tumble dry low or hang dry
Iron on low heat if needed (avoid direct heat on graphics)
Do not dry clean
Wash inside out to preserve graphics
Remove promptly from dryer to prevent wrinkles
Avoid fabric softeners on printed areas",,,g,,,active
004-black-hoodie,,,The Kiosk,,Hoodies,Hoodies,true,Size,S,,,,,,,,004-black-hoodie-s,0,shopify,deny,manual,89.99,,true,true,,,,,,,,#004 Black Hoodie,false,#004 Black Hoodie,Shop #004 Black Hoodie at Only at The Kiosk. Limited edition design.,,,,g,,,active
004-black-hoodie,,,The Kiosk,,Hoodies,Hoodies,true,Size,M,,,,,,,,004-black-hoodie-m,0,shopify,deny,manual,89.99,,true,true,,,,,,,,#004 Black Hoodie,false,#004 Black Hoodie,Shop #004 Black Hoodie at Only at The Kiosk. Limited edition design.,,,,g,,,active
004-black-hoodie,,,The Kiosk,,Hoodies,Hoodies,true,Size,L,,,,,,,,004-black-hoodie-l,0,shopify,deny,manual,89.99,,true,true,,,,,,,,#004 Black Hoodie,false,#004 Black Hoodie,Shop #004 Black Hoodie at Only at The Kiosk. Limited edition design.,,,,g,,,active
004-black-hoodie,,,The Kiosk,,Hoodies,Hoodies,true,Size,XL,,,,,,,,004-black-hoodie-xl,0,shopify,deny,manual,89.99,,true,true,,,,,,,,#004 Black Hoodie,false,#004 Black Hoodie,Shop #004 Black Hoodie at Only at The Kiosk. Limited edition design.,,,,g,,,active
004-black-hoodie,,,The Kiosk,,Hoodies,Hoodies,true,Size,XXL,,,,,,,,004-black-hoodie-xxl,0,shopify,deny,manual,89.99,,true,true,,,,,,,,#004 Black Hoodie,false,#004 Black Hoodie,Shop #004 Black Hoodie at Only at The Kiosk. Limited edition design.,,,,g,,,active
004-white-hoodie,#004 White Hoodie,"<p>Graphic tees built for risk, style and story. Our exclusive drops reflect the culture of the streets, the skate park and everything in-between.</p><p>Available in sizes XS through XXL. Premium quality materials. Limited edition design.</p><p><em>Only at The Kiosk.</em></p><br><br><p><strong>Delivery Information:</strong></p>
<p>Free shipping in the EU. Limited stock. Once it drops—it's gone.</p>
<ul>
<li>Standard shipping: 5-7 business days</li>
<li>Express shipping: 2-3 business days (additional fee)</li>
<li>International shipping available</li>
<li>Track your order through our shipping partner</li>
</ul>",The Kiosk,,Hoodies,Hoodies,true,Size,XS,,,,,,,,004-white-hoodie-xs,0,shopify,deny,manual,89.99,,true,true,,,,,,https://cdn.prod.website-files.com/68cc5218804d49fba2fc73a1/69223bf1fd1b5ee76eac1e08_kiosk-placeholder-product-img.webp,1.0,#004 White Hoodie,false,#004 White Hoodie,Shop #004 White Hoodie at Only at The Kiosk. Limited edition design.,"Machine wash cold with like colors
Do not bleach
Tumble dry low or hang dry
Iron on low heat if needed (avoid direct heat on graphics)
Do not dry clean
Wash inside out to preserve graphics
Remove promptly from dryer to prevent wrinkles
Avoid fabric softeners on printed areas",,,g,,,active
004-white-hoodie,,,The Kiosk,,Hoodies,Hoodies,true,Size,S,,,,,,,,004-white-hoodie-s,0,shopify,deny,manual,89.99,,true,true,,,,,,,,#004 White Hoodie,false,#004 White Hoodie,Shop #004 White Hoodie at Only at The Kiosk. Limited edition design.,,,,g,,,active
004-white-hoodie,,,The Kiosk,,Hoodies,Hoodies,true,Size,M,,,,,,,,004-white-hoodie-m,0,shopify,deny,manual,89.99,,true,true,,,,,,,,#004 White Hoodie,false,#004 White Hoodie,Shop #004 White Hoodie at Only at The Kiosk. Limited edition design.,,,,g,,,active
004-white-hoodie,,,The Kiosk,,Hoodies,Hoodies,true,Size,L,,,,,,,,004-white-hoodie-l,0,shopify,deny,manual,89.99,,true,true,,,,,,,,#004 White Hoodie,false,#004 White Hoodie,Shop #004 White Hoodie at Only at The Kiosk. Limited edition design.,,,,g,,,active
004-white-hoodie,,,The Kiosk,,Hoodies,Hoodies,true,Size,XL,,,,,,,,004-white-hoodie-xl,0,shopify,deny,manual,89.99,,true,true,,,,,,,,#004 White Hoodie,false,#004 White Hoodie,Shop #004 White Hoodie at Only at The Kiosk. Limited edition design.,,,,g,,,active
004-white-hoodie,,,The Kiosk,,Hoodies,Hoodies,true,Size,XXL,,,,,,,,004-white-hoodie-xxl,0,shopify,deny,manual,89.99,,true,true,,,,,,,,#004 White Hoodie,false,#004 White Hoodie,Shop #004 White Hoodie at Only at The Kiosk. Limited edition design.,,,,g,,,active
004-black-tshirt,#004 Black T-shirt,"<p>Graphic tees built for risk, style and story. Our exclusive drops reflect the culture of the streets, the skate park and everything in-between.</p><p>Available in sizes XS through XXL. Premium quality materials. Limited edition design.</p><p><em>Only at The Kiosk.</em></p><br><br><p><strong>Delivery Information:</strong></p>
<p>Free shipping in the EU. Limited stock. Once it drops—it's gone.</p>
<ul>
<li>Standard shipping: 5-7 business days</li>
<li>Express shipping: 2-3 business days (additional fee)</li>
<li>International shipping available</li>
<li>Track your order through our shipping partner</li>
</ul>",The Kiosk,,T-shirts,T-Shirts,true,Size,XS,,,,,,,,004-black-tshirt-xs,0,shopify,deny,manual,39.99,,true,true,,,,,,https://cdn.prod.website-files.com/68cc5218804d49fba2fc73a1/69223bf1fd1b5ee76eac1e08_kiosk-placeholder-product-img.webp,1.0,#004 Black T-shirt,false,#004 Black T-shirt,Shop #004 Black T-shirt at Only at The Kiosk. Limited edition design.,"Machine wash cold with like colors
Do not bleach
Tumble dry low or hang dry
Iron on low heat if needed (avoid direct heat on graphics)
Do not dry clean
Wash inside out to preserve graphics
Remove promptly from dryer to prevent wrinkles
Avoid fabric softeners on printed areas",,,g,,,active
004-black-tshirt,,,The Kiosk,,T-shirts,T-Shirts,true,Size,S,,,,,,,,004-black-tshirt-s,0,shopify,deny,manual,39.99,,true,true,,,,,,,,#004 Black T-shirt,false,#004 Black T-shirt,Shop #004 Black T-shirt at Only at The Kiosk. Limited edition design.,,,,g,,,active
004-black-tshirt,,,The Kiosk,,T-shirts,T-Shirts,true,Size,M,,,,,,,,004-black-tshirt-m,0,shopify,deny,manual,39.99,,true,true,,,,,,,,#004 Black T-shirt,false,#004 Black T-shirt,Shop #004 Black T-shirt at Only at The Kiosk. Limited edition design.,,,,g,,,active
004-black-tshirt,,,The Kiosk,,T-shirts,T-Shirts,true,Size,L,,,,,,,,004-black-tshirt-l,0,shopify,deny,manual,39.99,,true,true,,,,,,,,#004 Black T-shirt,false,#004 Black T-shirt,Shop #004 Black T-shirt at Only at The Kiosk. Limited edition design.,,,,g,,,active
004-black-tshirt,,,The Kiosk,,T-shirts,T-Shirts,true,Size,XL,,,,,,,,004-black-tshirt-xl,0,shopify,deny,manual,39.99,,true,true,,,,,,,,#004 Black T-shirt,false,#004 Black T-shirt,Shop #004 Black T-shirt at Only at The Kiosk. Limited edition design.,,,,g,,,active
004-black-tshirt,,,The Kiosk,,T-shirts,T-Shirts,true,Size,XXL,,,,,,,,004-black-tshirt-xxl,0,shopify,deny,manual,39.99,,true,true,,,,,,,,#004 Black T-shirt,false,#004 Black T-shirt,Shop #004 Black T-shirt at Only at The Kiosk. Limited edition design.,,,,g,,,active
004-white-tshirt,#004 White T-shirt,"<p>Graphic tees built for risk, style and story. Our exclusive drops reflect the culture of the streets, the skate park and everything in-between.</p><p>Available in sizes XS through XXL. Premium quality materials. Limited edition design.</p><p><em>Only at The Kiosk.</em></p><br><br><p><strong>Delivery Information:</strong></p>
<p>Free shipping in the EU. Limited stock. Once it drops—it's gone.</p>
<ul>
<li>Standard shipping: 5-7 business days</li>
<li>Express shipping: 2-3 business days (additional fee)</li>
<li>International shipping available</li>
<li>Track your order through our shipping partner</li>
</ul>",The Kiosk,,T-shirts,T-Shirts,true,Size,XS,,,,,,,,004-white-tshirt-xs,0,shopify,deny,manual,39.99,,true,true,,,,,,https://cdn.prod.website-files.com/68cc5218804d49fba2fc73a1/69223bf1fd1b5ee76eac1e08_kiosk-placeholder-product-img.webp,1.0,#004 White T-shirt,false,#004 White T-shirt,Shop #004 White T-shirt at Only at The Kiosk. Limited edition design.,"Machine wash cold with like colors
Do not bleach
Tumble dry low or hang dry
Iron on low heat if needed (avoid direct heat on graphics)
Do not dry clean
Wash inside out to preserve graphics
Remove promptly from dryer to prevent wrinkles
Avoid fabric softeners on printed areas",,,g,,,active
004-white-tshirt,,,The Kiosk,,T-shirts,T-Shirts,true,Size,S,,,,,,,,004-white-tshirt-s,0,shopify,deny,manual,39.99,,true,true,,,,,,,,#004 White T-shirt,false,#004 White T-shirt,Shop #004 White T-shirt at Only at The Kiosk. Limited edition design.,,,,g,,,active
004-white-tshirt,,,The Kiosk,,T-shirts,T-Shirts,true,Size,M,,,,,,,,004-white-tshirt-m,0,shopify,deny,manual,39.99,,true,true,,,,,,,,#004 White T-shirt,false,#004 White T-shirt,Shop #004 White T-shirt at Only at The Kiosk. Limited edition design.,,,,g,,,active
004-white-tshirt,,,The Kiosk,,T-shirts,T-Shirts,true,Size,L,,,,,,,,004-white-tshirt-l,0,shopify,deny,manual,39.99,,true,true,,,,,,,,#004 White T-shirt,false,#004 White T-shirt,Shop #004 White T-shirt at Only at The Kiosk. Limited edition design.,,,,g,,,active
